0	0
1	7611
2	17992
3	27280
4	28104
5	31324
6	31388
7	31452
8	31526
9	31600
10	31674
11	31749
12	31824
13	38220
14	43412
15	70503
16	73191
17	76586
18	102163
19	108044
20	108243
21	128566
22	128788
23	131351
24	138312
25	138447
26	206664
27	212840
28	243743
29	247281
30	254206
31	255351
32	255998
33	264398
34	284669
35	295419
36	297756
37	316306
38	316696
39	339867
40	342806
41	346645
42	354880
43	360162
44	370896
45	372538
46	378296
47	395853
48	411486
49	411701
50	430166
51	430251
52	430336
53	438528
54	439897
55	440668
56	441914
57	445744
58	445838
59	453646
60	459046
61	462214
62	462507
63	463673
64	463758
65	463843
66	476138
67	476248
68	484561
69	496509
70	498519
71	502653
72	506813
73	516158
74	525792
75	526648
76	531313
77	562735
78	563258
79	568865
80	573778
81	578522
82	594277
83	594463
84	595062
85	596908
86	617155
87	617789
88	620700
89	631482
90	704936
91	705930
92	706015
93	706164
94	722141
95	731255
96	732523
97	732658
98	739185
99	745452
100	761739
101	776880
102	785758
103	788354
104	788751
105	789107
106	797037
107	842541
108	842780
109	845366
110	853589
111	854432
112	854548
113	854695
114	855793
115	855925
116	856367
117	856673
118	857722
119	859884
120	859978
121	862254
122	862384
123	862487
124	866139
125	875929
126	878141
127	878251
128	878380
129	878931
130	879916
131	896269
132	897122
133	897880
134	908088
135	908174
136	911049
137	911320
138	921260
139	924283
140	924619
141	924836
142	943264
143	947172
144	951638
145	981446
146	986023
147	986412
148	1000259
149	1015394
150	1015772
151	1015993
152	1036553
153	1036576
154	1037375
155	1037398
156	1038064
157	1038935
158	1038958
159	1039910
160	1039933
161	1039956
162	1044373
163	1047895
164	1047918
165	1049444
166	1049467
167	1049490
168	1049513
169	1051263
170	1051912
171	1065189
172	1065212
173	1065437
174	1065460
175	1066306
176	1066473
177	1086451
178	1086474
179	1093958
180	1103703
181	1104606
182	1104629
183	1147339
184	1157485
185	1157508
186	1157531
187	1157554
188	1157577
189	1157646
190	1159532
191	1163665
192	1163747
193	1164098
194	1164121
195	1164144
196	1166542
197	1173083
198	1175141
199	1175164
200	1190014
201	1192593
202	1196924
203	1198176
204	1212839
205	1217095
206	1218008
207	1218031
208	1218054
209	1218077
210	1222994
211	1223017
212	1224015
213	1224038
214	1224226
215	1224249
216	1224272
217	1233120
218	1233143
219	1233247
220	1233270
221	1237957
222	1240837
223	1240860
224	1254461
225	1258177
226	1258526
227	1258631
228	1258654
229	1263237
230	1263276
231	1264378
232	1264783
233	1265019
234	1267856
235	1267967
236	1297791
237	1300591
238	1318045
239	1318105
240	1318165
241	1344570
242	1349104
243	1356488
244	1356788
245	1366266
246	1372458
247	1378496
248	1378517
249	1424013
250	1517853
251	1528000
252	1528036
253	1534105
254	1534142
255	1534674
256	1535327
257	1535356
258	1535383
259	1535396
260	1535409
261	1556918
262	1574658
263	1599792
264	1603866
265	1621459
266	1622024
267	1622037
268	1623702
269	1623715
270	1629287
271	1629505
272	1630047
273	1636807
274	1639389
275	1649749
276	1668994
277	1669016
278	1669210
279	1669784
280	1669985
281	1677587
282	1715622
283	1726653
284	1727042
285	1729444
286	1730528
287	1730601
288	1732717
289	1737154
290	1749291
291	1768211
292	1777523
293	1777536
294	1777825
295	1777970
296	1778036
297	1783069
298	1783249
299	1792021
300	1793050
301	1812744
302	1817652
303	1817913
304	1820660
305	1824368
306	1827453
307	1831306
308	1831720
309	1851391
310	1864209
311	1865322
312	1865442
313	1865475
314	1867988
315	1871568
316	1871744
317	1871824
318	1872920
319	1876174
320	1882494
321	1882772
322	1884229
323	1920763
324	1925333
325	1928898
326	1933266
327	1935224
328	1943819
329	1943848
330	1946783
331	1949280
332	1951600
333	1955480
334	1966082
335	1966096
336	1966341
337	1966520
338	1967131
339	1967909
340	1967956
341	1968656
342	1968685
343	1972193
344	1972222
345	1972243
346	1972303
347	1972338
348	1972462
349	1972616
350	2053458
351	2054511
352	2058429
353	2059081
354	2073786
355	2074389
356	2079846
357	2082135
358	2082903
359	2083043
360	2083081
361	2085433
362	2086149
363	2086558
364	2086841
365	2087438
366	2089680
367	2089849
368	2113552
369	2115527
370	2116238
371	2116252
372	2117923
373	2120199
374	2120368
375	2131989
376	2132765
377	2132779
378	2154868
379	2166091
380	2166315
381	2167136
382	2171632
383	2171763
384	2174008
385	2174197
386	2174316
387	2174478
388	2175440
389	2177125
390	2177213
391	2179036
392	2179269
393	2179306
394	2179473
395	2179502
396	2183894
397	2184026
398	2184114
399	2185119
400	2187907
401	2191975
402	2194698
403	2197042
404	2204644
405	2207640
406	2207738
407	2208178
408	2217480
409	2227354
410	2228654
411	2229548
412	2229949
413	2230478
414	2232753
415	2246040
416	2247722
417	2247749
418	2251631
419	2252812
420	2252904
421	2255952
422	2259205
423	2262827
424	2263987
425	2264015
426	2264214
427	2270518
428	2270847
429	2272178
430	2272808
431	2275609
432	2278279
433	2278522
434	2278550
435	2291736
436	2291756
437	2291776
438	2292246
439	2293272
440	2295153
441	2297480
442	2297810
443	2297836
444	2297862
445	2298236
446	2298372
447	2298703
448	2299381
449	2300524
450	2300557
451	2300806
452	2303764
453	2309473
454	2309487
455	2310371
456	2310518
457	2311114
458	2311645
459	2312005
460	2313895
461	2313935
462	2317835
463	2319707
464	2326756
465	2328290
466	2330816
467	2330893
468	2346113
469	2346127
470	2346272
471	2346539
472	2348083
473	2350266
474	2350788
475	2353032
476	2353088
477	2354819
478	2359084
479	2359953
480	2360703
481	2360717
482	2363471
483	2363485
484	2363854
485	2364532
486	2365117
487	2366258
488	2369604
489	2369618
490	2369690
491	2370510
492	2372686
493	2373871
494	2379286
495	2381503
496	2383314
497	2384923
498	2385100
499	2386632
500	2386669
501	2387012
502	2441993
503	2449621
504	2464089
505	2464141
506	2464211
507	2464509
508	2464724
509	2467119
510	2467185
511	2467444
512	2472431
513	2472445
514	2480005
515	2486322
516	2486439
517	2486599
518	2486627
519	2487270
520	2487810
521	2487970
522	2488067
523	2494623
524	2494936
525	2496156
526	2531644
527	2531688
528	2531987
529	2532135
530	2534434
531	2534849
532	2534997
533	2535251
534	2540673
535	2544467
536	2544496
537	2544900
538	2570624
539	2570766
540	2575190
541	2577858
542	2600319
543	2613800
544	2615197
545	2619185
546	2647924
547	2648501
548	2651675
549	2656356
550	2656646
551	2657630
552	2657763
553	2657919
554	2658637
555	2661343
556	2661875
557	2663664
558	2666611
559	2667065
560	2667333
561	2667651
562	2667799
563	2681209
564	2681437
565	2682865
566	2682992
567	2683136
568	2683530
569	2683666
570	2685243
571	2741866
572	2742499
573	2758282
574	2758486
575	2758610
576	2758839
577	2758994
578	2759296
579	2760347
580	2760632
581	2761124
582	2761293
583	2764151
584	2764362
585	2764597
586	2768624
587	2770752
588	2772366
589	2775212
590	2776496
591	2777113
592	2777291
593	2777789
594	2777947
595	2779412
596	2781200
597	2781374
598	2782643
599	2782768
600	2782939
601	2783041
602	2783415
603	2802395
604	2803150
605	2803284
606	2803354
607	2804067
608	2813273
609	2817757
610	2828429
611	2829955
612	2838562
613	2843954
614	2844423
615	2846603
616	2846741
617	2847118
618	2847145
619	2847612
620	2873642
621	2881595
622	2887455
623	2920496
624	2928228
625	2936391
626	2966033
627	2966432
628	2967003
629	2979061
630	2991038
631	3033657
632	3058254
633	3071492
634	3083910
635	3086150
636	3104036
637	3107976
638	3109437
639	3110613
640	3110669
641	3118287
642	3118439
643	3118461
644	3118896
645	3121377
646	3121395
647	3133003
648	3133685
649	3135271
650	3143260
651	3144081
652	3148078
653	3158658
654	3165978
655	3168478
656	3168559
657	3173238
658	3194147
659	3196878
660	3221502
661	3224744
662	3225686
663	3232420
664	3255181
665	3283014
666	3286964
667	3372500
668	3377674
669	3377688
670	3384526
671	3386775
672	3414851
673	3420626
674	3429045
675	3433380
676	3433678
677	3435125
678	3439325
679	3445142
680	3458071
681	3471626
682	3474753
683	3492226
684	3495398
685	3508344
686	3515043
687	3534701
688	3535547
689	3538503
690	3539688
691	3539831
692	3544912
693	3554688
694	3570969
695	3576309
696	3576627
697	3576650
698	3578577
699	3586405
700	3588849
701	3613635
702	3616271
703	3617519
704	3628098
705	3628121
706	3633005
707	3683794
708	3685807
709	3686075
710	3688258
711	3690873
712	3711791
713	3712811
714	3713714
715	3713728
716	3724508
717	3726121
718	3727942
719	3734720
720	3749670
721	3753663
722	3774792
723	3793291
724	3815382
725	3831202
726	3835212
727	3835235
728	3839298
729	3839761
730	3842014
731	3843979
732	3846956
733	3848458
734	3856399
735	3868041
736	3905920
737	3910349
738	3922428
739	3933395
740	3936562
741	3943834
742	3945312
743	3958556
744	3959857
745	3973723
746	3981128
747	3981262
748	3983193
749	3987865
750	3992856
751	3995858
752	3996095
753	3998386
754	3999849
755	3999976
756	4002556
757	4002690
758	4013205
759	4034297
760	4042091
761	4042955
762	4043703
763	4045076
764	4050363
765	4052322
766	4052402
767	4054057
768	4054125
769	4067437
770	4077845
771	4083899
772	4085465
773	4087701
774	4088604
775	4091784
776	4097550
777	4097597
778	4102349
779	4104712
780	4106643
781	4107934
782	4109814
783	4121233
784	4123780
785	4124274
786	4133145
787	4134629
788	4142165
789	4146825
790	4147591
791	4148802
792	4153967
793	4154997
794	4166864
795	4167260
796	4168571
797	4168593
798	4170520
799	4170556
800	4171652
801	4174162
802	4174867
803	4175201
804	4175215
805	4175993
806	4176900
807	4176942
808	4186868
809	4187251
810	4197424
811	4201385
812	4206028
813	4209927
814	4214310
815	4214516
816	4215459
817	4215614
818	4218970
819	4225951
820	4235879
821	4239407
822	4256654
823	4258833
824	4262394
825	4271210
826	4276626
827	4283183
828	4285507
829	4286272
830	4287460
831	4297261
832	4302448
833	4305630
834	4309435
835	4316685
836	4331350
837	4336665
838	4342162
839	4349494
840	4355562
841	4360902
842	4366770
843	4374638
844	4377333
845	4384265
846	4384483
847	4384640
848	4392347
849	4396507
850	4408522
851	4408553
852	4409051
853	4409183
854	5529825
855	5547712
856	5561491
857	5566673
858	5566768
859	5571120
860	5581108
861	5581306
862	5584514
863	5586434
864	5590776
865	5603941
866	5604265
867	5604307
868	5611999
869	5646553
870	5647354
871	5655176
872	5655627
873	5659091
874	5670447
875	5673959
876	5674492
877	5674855
878	5676140
879	5676213
880	5676281
881	5682909
882	5682951
883	5682993
884	5683035
885	5685388
886	5685434
887	5685517
888	5688133
889	5688562
890	5688609
891	5688745
892	5690714
893	5694157
894	5694567
895	5694915
896	5695398
897	5695474
898	5695521
899	5695785
900	5696105
901	5696237
902	5696757
903	5696804
904	5705538
905	5715329
906	5719485
907	5719532
908	5719579
909	5807527
910	5825585
911	5834999
912	5835046
913	5835093
914	5835140
915	5835163
916	5835186
917	5835200
918	5835214
919	5835244
920	5835291
921	5838260
922	5838495
923	5852669
924	5853868
925	5864970
926	5868965
927	5871480
928	5875144
929	5880199
930	5880263
931	5880310
932	5897974
933	5908177
934	5909259
935	5926287
936	5926660
937	5927103
938	5927150
939	5927197
940	5927244
941	5927470
942	5930059
943	5930192
944	5936990
945	5940031
946	5945387
947	5945434
948	5945793
949	5947467
950	5956345
951	5956460
952	5959269
953	5959465
954	5963392
955	5977020
956	5991985
957	6042640
958	6043090
959	6127073
960	6128110
961	6128851
962	6130916
963	6130992
964	6133513
965	6134660
966	6137031
967	6137212
968	6137627
969	6146725
970	6147265
971	6174274
972	6177163
973	6178775
974	6183480
975	6183546
976	6201499
977	6206254
978	6206301
979	6206378
980	6208113
981	6214223
982	6232406
983	6245636
984	6248416
985	6249066
986	6251179
987	6264752
988	6264922
989	6266262
990	6269157
991	6269337
992	6297706
993	6300685
994	6301611
995	6301966
996	6304175
997	6310529
998	6328683
999	6329648
1000	6331508
1001	6343060
1002	6343822
1003	6343852
1004	6346037
1005	6346544
1006	6347486
1007	6352542
1008	6353035
1009	6354798
1010	6354813
1011	6355928
1012	6357262
1013	6358708
1014	6362521
1015	6378024
1016	6381964
1017	6382350
1018	6382471
1019	6382776
1020	6383742
1021	6383774
1022	6386147
1023	6394668
1024	6395473
1025	6400014
1026	6400657
1027	6401873
1028	6402701
1029	6407922
1030	6407983
1031	6409445
1032	6411650
1033	6412324
1034	6413129
1035	6418473
1036	6418507
1037	6420370
1038	6421214
1039	6449330
1040	6462537
1041	6464257
1042	6464741
1043	6464932
1044	6465914
1045	6470143
1046	6471779
1047	6477602
1048	6478287
1049	6478781
1050	6480366
1051	6520595
1052	6588827
1053	6589896
1054	6590584
1055	6592730
1056	6593768
1057	6595647
1058	6600250
1059	6604094
1060	6610933
1061	6623701
1062	6623880
1063	6645611
1064	6656957
1065	6657627
1066	6657643
1067	6675667
1068	6677173
1069	6687930
1070	6694503
1071	6698423
1072	6698456
1073	6707017
1074	6708369
1075	6717762
1076	6717833
1077	6737773
1078	6739229
1079	6739852
1080	6742908
1081	6759846
1082	6763472
1083	6767000
1084	6767082
1085	6768869
1086	6770493
1087	6773948
1088	6775780
1089	6787659
1090	6787740
1091	6787787
1092	6787834
1093	6800373
1094	6802402
1095	6916041
1096	6926268
1097	6930519
1098	6930571
1099	6930613
1100	6935620
1101	6941505
1102	6943258
1103	6943282
1104	6946620
1105	6947577
1106	6959801
1107	6967791
1108	6970978
1109	6987640
1110	6996794
1111	7001353
1112	7003524
1113	7042051
1114	7055312
1115	7058223
1116	7059992
1117	7061429
1118	7075993
1119	7078011
1120	7081581
1121	7083671
1122	7095155
1123	7097903
1124	7108910
1125	7110535
1126	7120583
